passenger_id,passportno,firstname,lastname
901,P103911,Carol,DeLuise
902,P103912,Geraldine,Ferraro
903,P103913,William,Friedkin
904,P103914,J. J.,Malone
905,P103915,Julie,Newmar
906,P103916,Ron,Paul
907,P103917,"John Phillips,",II
908,P103918,Frank,Robinson
909,P103919,John,Saxon
910,P103920,Eileen,Brennan
911,P103921,Barbara,Brilliant
912,P103922,Marion,Brown
913,P103923,Don,Chastain
914,P103924,Henry,Gibson
915,P103925,Ben,Hewitt
916,P103926,Z. Z.,Hill
917,P103927,"Wilfred ""Willie Boy""",Johnson
918,P103928,Robert,Kelly
919,P103929,Royce,Kendall
920,P103930,Ken,Kesey
921,P103931,Jerry Lee,Lewis
922,P103932,Nick,Massi
923,P103933,Johnny,Mathis
924,P103934,Johnny,Morris
925,P103935,Seiji,Ozawa
926,P103936,Jim,Taylor
927,P103937,Sigrid,Valdis
928,P103938,Julie,Andrews
929,P103939,Derek,Bell
930,P103940,"Barry McGuire,",II
931,P103941,Sam,Moore
932,P103942,Jerry,Orbach
933,P103943,Rene,Swartenbroekx
934,P103944,Bibi,Andersson
935,P103945,Barry,Crocker
936,P103946,Bob,Gibson
937,P103947,King,Hussein
938,P103948,Pete,Moore
939,P103949,Roy,Scheider
940,P103950,June,Squibb
941,P103951,Nera,White
942,P103952,A,Dharmendra
943,P103953,Woody,Allen
944,P103954,Norma Rae Beatty,Ashby
945,P103955,Tom,Brumley
946,P103956,Ron,Carey
947,P103957,Phil,Donahue
948,P103958,Duke,Fakir
949,P103959,Paul,Hornung
950,P103960,Michael,Kahn
951,P103961,Johnny,Kidd
952,P103962,Sandy,Koufax
953,P103963,Wayne,Maunder
954,P103964,Lee,Remick
955,P103965,Norman,Ullman
956,P103966,Alan,Alda
957,P103967,Lottie Dolores,Autry
958,P103968,Troy,Donahue
959,P103969,Jerry,Fogel
960,P103970,Werner,Fricker
961,P103971,Ron,Harper
962,P103972,Diana,Hyland
963,P103973,Roger,Miller
964,P103974,Jody,Payne
965,P103975,Dan,Schaefer
966,P103976,Joe Don,Baker
967,P103977,John,Baker
968,P103978,J. Michael,Bishop
969,P103979,"David Brenner,",II
970,P103980,Jim,Brown
971,P103981,Gary,Conway
972,P103982,Dick,Duff
973,P103983,Marj,Dusay
974,P103984,Bob,Engemann
975,P103985,Jack,Lousma
976,P103986,Burt,Reynolds
977,P103987,"Henri ""Rocket""",Richard
978,P103988,Clive,Swift
979,P103989,Ursula,Andress
980,P103990,Marion,Barry
981,P103991,Herb,Brown
982,P103992,Mickey,Gilley
983,P103993,Virginia,Hamilton
984,P103994,Marty,Ingels
985,P103995,Bob,Johnson
986,P103996,Jerry,Lacy
987,P103997,Margaret,Mahy
988,P103998,Marge,Piercy
989,P103999,Robert,Pulford
990,P104000,Dean,Stockwell
991,P104001,Roger,Whittaker
992,P104002,John,Burningham
993,P104003,Glen,Campbell
994,P104004,John A.,Cash
995,P104005,Richard A.,Colla
996,P104006,"Alan Dinehart,",III
997,P104007,Tim,Field
998,P104008,Jill,Ireland
999,P104009,Jimmy,McGriff
1000,P104010,Zubin,Mehta
1001,P104011,Charles,Napier
1002,P104012,Roy,Orbison
1003,P104013,"Bobbie Smith,",II
1004,P104014,Lane,Smith
1005,P104015,April,Stevens
1006,P104016,Anna-Maria,Alberghetti
1007,P104017,Bobby,Darin
1008,P104018,Kier,Dullea
1009,P104019,Albert,Finney
1010,P104020,Tom T.,Hall
1011,P104021,Dennis,Hopper
1012,P104022,Engelbert,Humperdinck
1013,P104023,Glenda,Jackson
1014,P104024,Charles,Kimbrough
1015,P104025,Gary,Owens
1016,P104026,Anthony,Zerbe
1017,P104027,Paul,Zindel
1018,P104028,James,Darren
1019,P104029,Bruce,Dern
1020,P104030,Nancy,Dussault
1021,P104031,Chad,Everett
1022,P104032,Shirley,Goodman
1023,P104033,Hal,Greer
1024,P104034,Billy,Guy
1025,P104035,Alan,Hamel
1026,P104036,Harmon,Killebrew
1027,P104037,Kris,Kristofferson
1028,P104038,Leonard,Lee
1029,P104039,John,Morris
1030,P104040,Tony,Musante
1031,P104041,Lucille Sayles,Clifton
1032,P104042,Levi,Stubbs
1033,P104043,Nancy,Willard
1034,P104044,Otis,Williams
1035,P104045,"Dave Allen,",IV
1036,P104046,Ron Gene,Browne
1037,P104047,Ruth,Buzzi
1038,P104048,Michael,Chapin
1039,P104049,Oscar De La,Renta
1040,P104050,Elizabeth,Dole
1041,P104051,Nancy,Dow
1042,P104052,Don,Drysdale
1043,P104053,Buddy,Guy
1044,P104054,Shirley,Knight
1045,P104055,"Richard Wilson,",II
1046,P104056,Trevor,Bannister
1047,P104057,Don,Bowden
1048,P104058,Tony,Gonzalez
1049,P104059,John,McCain
1050,P104060,Jan,Pienkowski
1051,P104061,Robert,Redford
1052,P104062,Yves Saint,Laurent
1053,P104063,Gordon,Beck
1054,P104064,Gordon,Beck
1055,P104065,Judy,Bell
1056,P104066,Silvio,Berlusconi
1057,P104067,Don,Cornelius
1058,P104068,Charles,Dinwiddle
1059,P104069,Jim,Henson
1060,P104070,Robert,Hogan
1061,P104071,Buddy,Holly
1062,P104072,Walter,Koenig
1063,P104073,Bill,Mazeroski
1064,P104074,Art,Metrano
1065,P104075,Juliet,Prowse
1066,P104076,Robert,Wolders
1067,P104077,Rona,Barrett
1068,P104078,June,Blair
1069,P104079,Andrei,Chikatilo
1070,P104080,Charlie,Daniels
1071,P104081,Duncan,Edwards
1072,P104082,Ted,Hawkins
1073,P104083,Philip,Kaufman
1074,P104084,Michael,Landon
1075,P104085,Jim,McMullan
1076,P104086,David,Nelson
1077,P104087,Anna,Quayle
1078,P104088,Bruno,Sammartino
1079,P104089,Stella,Stevens
1080,P104090,Thomas,Winding
1081,P104091,Vibeke,Winding
1082,P104092,Bill,Wyman
1083,P104093,Hank,Ballard
1084,P104094,Hanne,Borchsenius
1085,P104095,Dick,Cavett
1086,P104096,Jacques,Charrier
1087,P104097,Ray,Collins
1088,P104098,Cornelius,Gunter
1089,P104099,Cornelius,Gunter
1090,P104100,Abbie,Hoffman
1091,P104101,John,Reilly
1092,P104102,Mary,Travers
1093,P104103,Andre,Williams
1094,P104104,David,Carradine
1095,P104105,Hector,Elizondo
1096,P104106,Voyteck,Frykowski
1097,P104107,Ismail,Merchant
1098,P104108,Ray,Nitschke
1099,P104109,David,Ossman
1100,P104110,Gunilla,Poppe
1101,P104111,Mary Tyler,Moore
1102,P104112,Willie,Wood
1103,P104113,Shirley,Bassey
1104,P104114,Bob,Bogle
1105,P104115,Grace,Bumbry
1106,P104116,Dyan,Cannon
1107,P104117,Cynthia,Chenault
1108,P104118,Monte,Clark
1109,P104119,Jeff,Clyne
1110,P104120,Shirley,Eaton
1111,P104121,Philip,Glass
1112,P104122,Lou,Holtz
1113,P104123,Bailey,Howell
1114,P104124,Al,Kasha
1115,P104125,Jerry,London
1116,P104126,Charles,Mikolaycak
1117,P104127,Carolyn,Mitchell
1118,P104128,John,Normington
1119,P104129,A,Brien
1120,P104130,Suzanne,Pleshette
1121,P104131,Dorothy,Provine
1122,P104132,Jeanne,Pruett
1123,P104133,Vanessa,Redgrave
1124,P104134,Paul,Revere
1125,P104135,Cindy,Robbins
1126,P104136,Matt,Robinson
1127,P104137,Robert L.,Rosen
1128,P104138,Boris,Spassky
1129,P104139,Billy Jo,Spears
1130,P104140,Joseph,Wambaugh
1131,P104141,Jan,Waters
1132,P104142,Barbara,Babcock
1133,P104143,Cletis,Boyer
1134,P104144,Barbara,Button
1135,P104145,Ron,Clarke
1136,P104146,Tom,Courtenay
1137,P104147,Stuart,Damon
1138,P104148,Don,Everly
1139,P104149,Gary,Lockwood
1140,P104150,Janet,Lowry
1141,P104151,David,Margulies
1142,P104152,Garrett,Morris
1143,P104153,David Adam,Newman
1144,P104154,Cliff,Osmond
1145,P104155,Remak,Ramsay
1146,P104156,Ray,Sawyer
1147,P104157,Tom,Smothers
1148,P104158,Robert,Totten
1149,P104159,Tony,Waiters
1150,P104160,Collin Wilcox,Paxton
1151,P104161,Nancy,Wilson
1152,P104162,Robert J.,Abel
1153,P104163,Warren,Beatty
1154,P104164,Craig,Breedlove
1155,P104165,Jules,Broussard
1156,P104166,Johnny,Copeland
1157,P104167,Wayne,Embry
1158,P104168,Stephen J.,Friedman
1159,P104169,"Clarence ""Frogman""",Henry
1160,P104170,Tommy,Hunter
1161,P104171,Diane,Jergens
1162,P104172,Richard,Kay
1163,P104173,Lois,Lowry
1164,P104174,Lois,Lowry
1165,P104175,Hal,Needham
1166,P104176,Jerry,Reed
1167,P104177,Ivan,Renc
1168,P104178,Jordan,Charney
1169,P104179,Sandy,Dennis
1170,P104180,Elinor,Donahue
1171,P104181,Edward,Fox
1172,P104182,William,Gaunt
1173,P104183,Pamela,Gordon
1174,P104184,Merle,Haggard
1175,P104185,Joe,Henderson
1176,P104186,Robert,Hooks
1177,P104187,Saddam,Hussein
1178,P104188,E. Katherine,Kerr
1179,P104189,Jack,Nicholson
1180,P104190,Monty Oxy,Moron
1181,P104191,Jill Paton,Walsh
1182,P104192,Colin,Powell
1183,P104193,George,Takei
1184,P104194,Billy Dee,Williams
1185,P104195,Lanford,Wilson
1186,P104196,Madeleine,Albright
1187,P104197,Tim,Brown
1188,P104198,Beryl,Burton
1189,P104199,George,Carlin
1190,P104200,"Rubin ""Hurricane""",Carter
1191,P104201,Yvonne,Craig
1192,P104202,Sonny,Curtis
1193,P104203,Dick,Dale
1194,P104204,"Robert ""Bobby""",Driscoll
1195,P104205,Louis,Hayes
1196,P104206,Zohra,Lampert
1197,P104207,Trini,Lopez
1198,P104208,Brooks,Robinson
1199,P104209,Una,Stubbs
1200,P104210,Robert C.,Thompson
1201,P104211,Frankie,Valli
1202,P104212,"Renaldo ""Obie""",Benson
1203,P104213,Robbie Tilley,Branscum
1204,P104214,Richard,Bright
1205,P104215,Freddy,Fender
1206,P104216,Morgan,Freeman
1207,P104217,Ron,Husmann
1208,P104218,Waylon,Jennings
1209,P104219,Sally,Kellerman
1210,P104220,Pamela,Lincoln
1211,P104221,Mirabel,Morgan
1212,P104222,Luciana,Paluzzi
1213,P104223,Hans,Wahlgren
1214,P104224,Ned,Beatty
1215,P104225,Gene,Chandler
1216,P104226,Kevin,Connor
1217,P104227,Bill,Cosby
1218,P104228,Anna,Dawson
1219,P104229,Peter,Duchin
1220,P104230,Don,Galloway
1221,P104231,Polly,Holliday
1222,P104232,Chuck,Jackson
1223,P104233,Lone,Lindorff
1224,P104234,Maeve,McGuire
1225,P104235,Dee,Palmer
1226,P104236,Ray,Pillow
1227,P104237,David,Shire
1228,P104238,Tom,Stoppard
1229,P104239,Bruce,Surtees
1230,P104240,Hunter S.,Thompson
1231,P104241,Anthony,Ainley
1232,P104242,David,Anderson
1233,P104243,Steven,Berkoff
1234,P104244,Warren,Berlinger
1235,P104245,Don,Bowman
1236,P104246,Herb,Brooks
1237,P104247,Clem,Cattini
1238,P104248,Alice,Coltrane
1239,P104249,Joan,Crawford
1240,P104250,J. D.,Crowe
1241,P104251,Virginia Euwer,Wolff
1242,P104252,Lorraine,Gary
1243,P104253,Charlie,Haden
1244,P104254,Dustin,Hoffman
1245,P104255,Ian,Hogg
1246,P104256,Garth,Hudson
1247,P104257,"Jackie ""Butch""",Jenkins
1248,P104258,Allegra,Kent
1249,P104259,Andrei,Konchalovsky
1250,P104260,Anna,Massey
1251,P104261,Walter Dean,Myers
1252,P104262,Jimmy,Norman
1253,P104263,William,Rushton
1254,P104264,Tommy,Sands
1255,P104265,Allen,Say
1256,P104266,Phil,Shulman
1257,P104267,Magic,Slim
1258,P104268,Barbara,Windsor
1259,P104269,Ralph,Backstrom
1260,P104270,Gus,Backus
1261,P104271,Don,Bluth
1262,P104272,Orlando,Cepeda
1263,P104273,Dick,Clement
1264,P104274,Phil,Cracolici
1265,P104275,William,Devane
1266,P104276,Dawn,Fraser
1267,P104277,Michael,Gibbs
1268,P104278,John Phillip,Law
1269,P104279,Dick,LeBeau
1270,P104280,Virna,Lisi
1271,P104281,Tommy,Overstreet
1272,P104282,A,Neal
1273,P104283,Daniela,Rocca
1274,P104284,Fred,Silverman
1275,P104285,Jo Anne,Worley
1276,P104286,Tony,Anthony
1277,P104287,Carroll,Ballard
1278,P104288,Graham,Bond
1279,P104289,Pat,Burke
1280,P104290,Bobby,Charlton
1281,P104291,Sean,Garrison
1282,P104292,Dick,Gautier
1283,P104293,Wanda,Jackson
1284,P104294,Linda,Lavin
1285,P104295,Ron,Leibman
1286,P104296,Claude,Lelouch
1287,P104297,Juan,Marichal
1288,P104298,Peter,Max
1289,P104299,Sonny,Osbourne
1290,P104300,Madlyn,Rhue
1291,P104301,Barry,Switzer
1292,P104302,Cynthia,Weil
1293,P104303,Peter,White
1294,P104304,Leonard,Wilkens
1295,P104305,Bill,Anderson
1296,P104306,Jimmy,Bowen
1297,P104307,"Earl ""Speedo""",Carroll
1298,P104308,Peter,Cook
1299,P104309,Albert P.,Hall
1300,P104310,Donald,Hulette
1301,P104311,Josh,Peine
1302,P104312,Gio,Petre
1303,P104313,Otto,Pfister
1304,P104314,Ingrid,Pitt
1305,P104315,Ridley,Scott
1306,P104316,Gail,Sheehy
1307,P104317,Loretta,Swit
1308,P104318,Jeannot,Szwarc
1309,P104319,William J.,Woods
1310,P104320,Harris,Yulin
1311,P104321,A,Avi
1312,P104322,Bobby,Allison
1313,P104323,Scott,Baker
1314,P104324,Gordon,Banks
1315,P104325,Mike,Carr
1316,P104326,Julian,Curry
1317,P104327,Jane,Fonda
1318,P104328,Anthony,Hopkins
1319,P104329,Kelly,Isley
1320,P104330,Keith,James
1321,P104331,James,MacArthur
1322,P104332,Corinne,Marchand
1323,P104333,Peter,Medak
1324,P104334,Albert,Moses
1325,P104335,Art,Neville
1326,P104336,George,Perez
1327,P104337,Warren,Ryanes
1328,P104338,Christina,Schollin
1329,P104339,Red,Steagall
1330,P104340,Barbara,Steele
1331,P104341,Paul,Stookey
1332,P104342,Daevid,Allen
1333,P104343,David,Bailey
1334,P104344,John,Bellairs
1335,P104345,"Juan Carlos,",I
1336,P104346,Lindsay,Crosby
1337,P104347,William B.,Davis
1338,P104348,Bob,Eubanks
1339,P104349,Billy,Gray
1340,P104350,Bruce,Hart
1341,P104351,James,Jamerson
1342,P104352,Etta,James
1343,P104353,Norma,Jean
1344,P104354,Jack,Jones
1345,P104355,Hiroshi,Kamayatsu
1346,P104356,Frank,Langella
1347,P104357,Robert,Lipsyte
1348,P104358,Frank,Mahovlich
1349,P104359,Willie,McCovey
1350,P104360,Gavin,Millar
1351,P104361,Jim,Otto
1352,P104362,Michael,Pataki
1353,P104363,Jessica,Rains
1354,P104364,Allen,Toussaint
1355,P104365,Robert,Wiemer
1356,P104366,Diane,Baker
1357,P104367,Judy,Blume
1358,P104368,Victor,Buono
1359,P104369,Lee,Chamberlin
1360,P104370,John,Corigliano
1361,P104371,Alex,Ely
1362,P104372,James,Farentino
1363,P104373,John,Guare
1364,P104374,Sherman,Hemsley
1365,P104375,"Jack Knight,",II
1366,P104376,Jiri,Menzel
1367,P104377,Paul,Morrissey
1368,P104378,Pascale,Petit
1369,P104379,"Bobby ""Boris""",Pickett
1370,P104380,Barry,Primus
1371,P104381,Oliver,Reed
1372,P104382,Tony,Selby
1373,P104383,Istvan,Szabo
1374,P104384,Diane,Varsi
1375,P104385,Hoyt,Axton
1376,P104386,Norman,Blake
1377,P104387,Kit,Bond
1378,P104388,Lew,DeWitt
1379,P104389,Carl,Gottlieb
1380,P104390,Janet,Guthrie
1381,P104391,Jimmy,Johnson
1382,P104392,Shashi,Kapoor
1383,P104393,Joe,Kapp
1384,P104394,Steve,Kuhn
1385,P104395,Patricia,MacLachlan
1386,P104396,Ron,Mix
1387,P104397,Paula,Prentiss
1388,P104398,Charlie,Pride
1389,P104399,Charles,Siebert
1390,P104400,Venetia,Stevenson
1391,P104401,Zola,Taylor
1392,P104402,Marina,Vlady
1393,P104403,Fred,Williamson
1394,P104404,Larry,Wilson
1395,P104405,Kofi,Annan
1396,P104406,Jeff,Barry
1397,P104407,Jerry,Brown
1398,P104408,Claudia,Cardinale
1399,P104409,Larry,Cohen
1400,P104410,Gary,Collins
1401,P104411,Rob,Conners
1402,P104412,Spencer,Dryden
1403,P104413,Duane,Eddy
1404,P104414,Ali,MacGraw
1405,P104415,Don,Meredith
1406,P104416,Evy,Norlund
1407,P104417,Michael Thomas,Parks
1408,P104418,Madge,Sinclair
1409,P104419,Roy,Thinnes
1410,P104420,Bambi,Allen
1411,P104421,Johnny,Ball
1412,P104422,Richard,Benjamin
1413,P104423,Savannah,Bentley
1414,P104424,Carla,Bley
1415,P104425,Prince,Buster
1416,P104426,Ron,Carter
1417,P104427,Tommy,Chong
1418,P104428,Anna,Cropper
1419,P104429,Elzbieta,Czyzewska
1420,P104430,Tyrone,Davis
1421,P104431,Henry,Fambrough
1422,P104432,Susan,Hampshire
1423,P104433,Pervis,Jackson
1424,P104434,Bryan,Marshall
1425,P104435,A,Connor
1426,P104436,Millie,Perkins
1427,P104437,Krishna,Shah
1428,P104438,Jerzy,Skolimowski
1429,P104439,John,Smith
1430,P104440,Susan,Strasberg
1431,P104441,Fay,Vincent
1432,P104442,Paul,Wallace
1433,P104443,"Jerome ""Mr. Clutch""",West
1434,P104444,Peter,Yarrow
1435,P104445,Allan,Ahlberg
1436,P104446,Ann,Beach
1437,P104447,Angela,Browne
1438,P104448,Ron,Ely
1439,P104449,Shirley Ann,Field
1440,P104450,"Don ""Sugarcane""",Harris
1441,P104451,Monte,Markham
1442,P104452,Joyce Carol,Oates
1443,P104453,Billy,Williams
1444,P104454,Craig,Anderson
1445,P104455,Luis,Aragones
1446,P104456,Michael,Bell
1447,P104457,Jo-Ann,Campbell
1448,P104458,Paul,Chihara
1449,P104459,Ronny,Cox
1450,P104460,George,Cummings
1451,P104461,Hampton,Fancher
1452,P104462,Gotz,George
1453,P104463,Enzo G.,Girolami
1454,P104464,Nan,Grey
1455,P104465,Dean,Hargrove
1456,P104466,Richard,Jordan
1457,P104467,Luana,Patten
1458,P104468,Alan,Rafkin
1459,P104469,Diana,Rigg
1460,P104470,Richard,Rust
1461,P104471,Paul,Verhoeven
1462,P104472,Bill,Withers
1463,P104473,Natalie,Wood
1464,P104474,Bolo,Yeung
1465,P104475,A,Viva
1466,P104476,Marla,Adams
1467,P104477,Paul,Bartel
1468,P104478,Peter,Bonerz
1469,P104479,Stephen,Breyer
1470,P104480,Mick,Burt
1471,P104481,David,Canary
1472,P104482,James,Fargo
1473,P104483,David,Freilburg
1474,P104484,Elliott,Gould
1475,P104485,Susan,Harrison
1476,P104486,Stix,Hooper
1477,P104487,Fela,Kuti
1478,P104488,Rod,Laver
1479,P104489,Marcia,Lewis
1480,P104490,Paul,Martin
1481,P104491,Paddy,Moloney
1482,P104492,Diana,Muldaur
1483,P104493,Vada Edward,Pinson
1484,P104494,Kenny,Rogers
1485,P104495,Lucille,Soong
1486,P104496,Connie,Stevens
1487,P104497,Maxine,Waters
1488,P104498,Francine,York
1489,P104499,Paul,Benedict
1490,P104500,Dennis,Cooney
1491,P104501,"John Ferguson,",Sr.
1492,P104502,Richard,Kane
1493,P104503,Betty Lou,Keim
1494,P104504,Ben E.,King
1495,P104505,Karl,Lagerfeld
1496,P104506,Tom,Lester
1497,P104507,Pia,Lindstrom
1498,P104508,Charles,Patrick
1499,P104509,Gaylord,Perry
1500,P104510,Ronnie,Robinson
1501,P104511,Romy,Schneider
1502,P104512,"Mark Warren,",II
1503,P104513,Nicol,Williamson
1504,P104514,A,Nico
1505,P104515,Ralph,Bakshi
1506,P104516,Ronnie,Bright
1507,P104517,Eric,Budd
1508,P104518,Shirley,Caesar
1509,P104519,Anna,Ferguson
1510,P104520,Derek,Jacobi
1511,P104521,Evel,Knievel
1512,P104522,Fela,Kuti
1513,P104523,Christopher,Lloyd
1514,P104524,Melba,Montgomery
1515,P104525,Rex,Reed
1516,P104526,Yvonne,Staples
1517,P104527,Dawn,Wells
1518,P104528,Matty,Alou
1519,P104529,Pupi,Alvati
1520,P104530,Rodney,Bewes
1521,P104531,Ray,Brown
1522,P104532,Toni,Brown
1523,P104533,Pat,Buchanan
1524,P104534,Brian,Davies
1525,P104535,Michel,Duchaussoy
1526,P104536,Narvel,Felts
1527,P104537,Cornelius,Gunther
1528,P104538,Jack,Kehoe
1529,P104539,Gordon,Lightfoot
1530,P104540,Rich,Little
1531,P104541,Nobu,McCarthy
1532,P104542,"David Newell,",IV
1533,P104543,Barry,Newman
1534,P104544,P. J.,Proby
1535,P104545,Michael,Ritchie
1536,P104546,Oscar,Robertson
1537,P104547,Chris,Robinson
1538,P104548,Michael,Schultz
1539,P104549,Pippa,Scott
1540,P104550,Jean,Seberg
1541,P104551,Pasquale,Squitieri
1542,P104552,Marlo,Thomas
1543,P104553,Ted,Turner
1544,P104554,Jose Luis,Alcaine
1545,P104555,Larry,Bryggman
1546,P104556,Joyce,Bulifant
1547,P104557,Rosalind,Cash
1548,P104558,Chas,Chandler
1549,P104559,Frederic,Forrest
1550,P104560,Connie,Francis
1551,P104561,Jean,Hale
1552,P104562,Janet Hough,Bryant
1553,P104563,David,Houston
1554,P104564,Peter H.,Hunt
1555,P104565,"David ""Deacon""",Jones
1556,P104566,Deacon,Jones
1557,P104567,Charles,Neville
1558,P104568,Janette,Scott
1559,P104569,Billy,Shaw
1560,P104570,Liv,Ullman
1561,P104571,Jon,Voight
1562,P104572,Hal,Williams
1563,P104573,Jim,Bakker
1564,P104574,Jimmy,Boyd
1565,P104575,Denny,Devine
1566,P104576,Phil,Everly
1567,P104577,William Lee,Golden
1568,P104578,Germaine,Greer
1569,P104579,Bobby,Hull
1570,P104580,Wolfman,Jack
1571,P104581,Doug,Kershaw
1572,P104582,Julius,Lester
1573,P104583,Scott,McKenzie
1574,P104584,Sal,Mineo
1575,P104585,Maury,Povich
1576,P104586,Brian,Smith
1577,P104587,Ray,Stevens
1578,P104588,Razzy,Bailey
1579,P104589,Majel,Barret
1580,P104590,Jane Bryant,Quinn
1581,P104591,Charlotte,Ernst
1582,P104592,Mike,Farrell
1583,P104593,Roberta,Flack
1584,P104594,Willie,Fleming
1585,P104595,Gerry,Goffin
1586,P104596,"Barry Mann,",II
1587,P104597,Ray,Manzarek
1588,P104598,Mary Ann,Mobley
1589,P104599,Rocky,Parker
1590,P104600,Joe,Sample
1591,P104601,Janet,Suzman
1592,P104602,Josephine,Tewson
1593,P104603,Susan,Travers
1594,P104604,Tommy,Tune
1595,P104605,Jane,Yolen
1596,P104606,Raymond J.,Barry
1597,P104607,Bertrand,Blier
1598,P104608,Lynn,Borden
1599,P104609,Helen,Boudreaux
1600,P104610,Jim,Bouton
1601,P104611,Larry,Burkett
1602,P104612,James,Caan
1603,P104613,Warren,Davis
1604,P104614,Don,Edwards
1605,P104615,Samantha,Eggar
1606,P104616,Terence,Hill
1607,P104617,Flaco,Jimenez
1608,P104618,Lewis,Mathis
1609,P104619,Don,McKenzie
1610,P104620,Brian,Mulroney
1611,P104621,Glauber,Rocha
1612,P104622,Neil,Sedaka
1613,P104623,Kathleen,Widdoes
1614,P104624,Cale,Yarborough
1615,P104625,Elin,Bing
1616,P104626,David,Birney
1617,P104627,Eric,Braeden
1618,P104628,Judy,Carne
1619,P104629,Mel,Carter
1620,P104630,Francis Ford,Coppola
1621,P104631,Linda,Darnell
1622,P104632,Stanley,Fish
1623,P104633,David,Frost
1624,P104634,Marvin,Gaye
1625,P104635,Lone,Hertz
1626,P104636,Rudolph,Isley
1627,P104637,Louise,Lasser
1628,P104638,Michael,Learned
1629,P104639,Lee,Majors
1630,P104640,Ernest,Maresca
1631,P104641,Jerry,Mercer
1632,P104642,Christopher,Miles
1633,P104643,Phil,Niekro
1634,P104644,Gernot,Roll
1635,P104645,Trina Schart,Hyman
1636,P104646,Paul,Sorvino
1637,P104647,Dusty,Springfield
1638,P104648,Charlie,Thomas
1639,P104649,Danny,Thompson
1640,P104650,Johnny,Tillotson
1641,P104651,Ronnie,White
1642,P104652,Ralph,Boston
1643,P104653,John,Buchanan
1644,P104654,Dixie,Carter
1645,P104655,Judy,Collins
1646,P104656,Nokie,Edwards
1647,P104657,James,Fox
1648,P104658,Harvey,Keitel
